donation_id,contact_id,campaign_id,amount_usd,donated_at,transaction_id,pledge_id
D-00677,C-0367,CMP-03,15,2026-06-04T09:00:00Z,,PL-004
D-00324,C-0293,CMP-04,50,2026-06-15T16:41:00Z,,
D-00337,C-0727,CMP-03,500,2026-07-04T15:13:00Z,,
D-00606,C-0603,CMP-02,500,2026-06-19T18:37:00Z,,
D-00751,C-0062,CMP-03,10,2026-05-19T09:00:00Z,,PL-019
D-00624,C-0352,CMP-05,50,2026-04-16T12:14:00Z,,
D-00206,C-0758,CMP-04,25,2026-07-13T09:38:57Z,TXN-000210,
D-00403,C-0329,CMP-02,50,2026-05-21T14:17:00Z,,
D-00141,C-0187,CMP-04,15,2026-07-09T17:35:25Z,TXN-000145,
D-00421,C-0778,CMP-01,50,2026-03-12T18:38:00Z,,
D-00778,C-0626,CMP-03,10,2026-07-24T09:00:00Z,,PL-024
D-00524,C-0225,CMP-02,25,2026-03-09T13:38:00Z,,
D-00693,C-0044,CMP-03,25,2026-07-07T09:00:00Z,,PL-007
D-00267,C-0436,CMP-02,10,2026-07-19T12:30:00Z,,
D-00021,C-0695,CMP-02,15,2026-07-03T02:20:07Z,TXN-000022,
D-00787,C-0300,CMP-03,25,2026-06-26T09:00:00Z,,PL-026
D-00083,C-0498,CMP-04,50,2026-07-06T02:30:25Z,TXN-000085,
D-00786,C-0300,CMP-03,25,2026-05-26T09:00:00Z,,PL-026
D-00473,C-0270,CMP-02,100,2026-05-24T17:07:00Z,,
D-00372,C-0465,CMP-04,100,2026-07-25T12:14:00Z,,
D-00197,C-0037,CMP-04,250,2026-07-12T14:59:21Z,TXN-000201,
D-00514,C-0186,CMP-03,25,2026-07-07T08:34:00Z,,
D-00482,C-0450,CMP-04,10,2026-06-05T16:32:00Z,,
D-00682,C-0460,CMP-03,25,2026-06-05T09:00:00Z,,PL-005
D-00797,C-0227,CMP-03,25,2026-06-28T09:00:00Z,,PL-028
D-00646,C-0623,CMP-03,10,2026-07-28T15:33:00Z,,
D-00350,C-0535,CMP-01,25,2026-06-05T08:33:00Z,,
D-00029,C-0193,CMP-04,250,2026-07-02T08:43:50Z,TXN-000030,
D-00529,C-0377,CMP-03,50,2026-07-09T15:16:00Z,,
D-00468,C-0275,CMP-03,25,2026-07-18T13:54:00Z,,
D-00064,C-0720,CMP-04,10,2026-07-05T03:30:00Z,TXN-000066,
D-00434,C-0597,CMP-02,50,2026-07-07T16:13:00Z,,
D-00666,C-0283,CMP-03,10,2026-05-02T09:00:00Z,,PL-002
D-00110,C-0179,CMP-02,100,2026-07-06T14:07:49Z,TXN-000112,
D-00359,C-0057,CMP-04,500,2026-05-23T16:09:00Z,,
D-00626,C-0059,CMP-04,100,2026-04-12T16:27:00Z,,
D-00730,C-0281,CMP-03,10,2026-04-15T09:00:00Z,,PL-015
D-00584,C-0518,CMP-02,25,2026-03-28T12:50:00Z,,
D-00498,C-0734,CMP-03,25,2026-03-08T13:43:00Z,,
D-00667,C-0283,CMP-03,10,2026-06-02T09:00:00Z,,PL-002
D-00047,C-0487,CMP-04,250,2026-07-03T11:19:55Z,TXN-000048,
D-00051,C-0038,CMP-04,25,2026-07-03T07:44:47Z,TXN-000052,
D-00519,C-0607,CMP-03,500,2026-06-04T13:49:00Z,,
D-00538,C-0517,CMP-01,10,2026-06-04T14:17:00Z,,
D-00173,C-0497,CMP-02,10,2026-07-10T08:49:23Z,TXN-000177,
D-00277,C-0322,CMP-03,500,2026-06-15T18:39:00Z,,
D-00423,C-0637,CMP-03,50,2026-06-10T14:17:00Z,,
D-00207,C-0764,CMP-04,10,2026-07-14T02:37:51Z,TXN-000211,
D-00500,C-0679,CMP-01,10,2026-04-25T12:00:00Z,,
D-00327,C-0700,CMP-05,25,2026-07-09T11:35:00Z,,
D-00496,C-0136,CMP-01,50,2026-06-08T18:33:00Z,,
D-00597,C-0335,CMP-04,50,2026-03-09T10:51:00Z,,
D-00644,C-0436,CMP-04,100,2026-04-22T13:47:00Z,,
D-00215,C-0215,CMP-02,15,2026-07-13T06:27:04Z,TXN-000219,
D-00725,C-0490,CMP-03,10,2026-04-14T09:00:00Z,,PL-014
D-00290,C-0392,CMP-05,25,2026-05-13T17:35:00Z,,
D-00801,C-0221,CMP-03,25,2026-05-28T09:00:00Z,,PL-029
D-00702,C-0349,CMP-03,25,2026-06-09T09:00:00Z,,PL-009
D-00636,C-0417,CMP-04,50,2026-04-24T14:51:00Z,,
D-00668,C-0283,CMP-03,10,2026-07-02T09:00:00Z,,PL-002
D-00559,C-0026,CMP-01,500,2026-07-05T16:33:00Z,,
D-00792,C-0573,CMP-03,10,2026-06-27T09:00:00Z,,PL-027
D-00591,C-0422,CMP-05,500,2026-03-10T12:33:00Z,,
D-00146,C-0058,CMP-02,25,2026-07-09T18:10:39Z,TXN-000150,
D-00009,C-0435,CMP-02,15,2026-07-02T01:44:10Z,TXN-000009,
D-00760,C-0018,CMP-03,15,2026-04-21T09:00:00Z,,PL-021
